model,seed,week,factors_stressed_true,factors_named,week_cost,stockout
anthropic-claude-sonnet-5,157,24,quality,demand;disruption;freight;port;quality,56,0
anthropic-claude-sonnet-5,157,25,freight,freight;port,336,0
anthropic-claude-sonnet-5,157,26,freight,,13,0
anthropic-claude-sonnet-5,170,1,,demand;freight,198,0
anthropic-claude-sonnet-5,170,2,demand,demand;freight;port,404,0
anthropic-claude-sonnet-5,170,3,demand;freight,demand;quality,235,0
anthropic-claude-sonnet-5,170,4,demand;freight,disruption;freight;port;supplier,247,0
anthropic-claude-sonnet-5,170,5,demand;freight;port,demand;disruption;port,537,1
anthropic-claude-sonnet-5,170,6,freight;port,disruption;freight;port,878,1
anthropic-claude-sonnet-5,170,7,freight;port,port,1088,1
anthropic-claude-sonnet-5,170,8,freight;port,port,644,0
anthropic-claude-sonnet-5,170,9,port,supplier,642,1
anthropic-claude-sonnet-5,170,10,port,port,701,0
anthropic-claude-sonnet-5,170,11,port,freight;port,718,1
anthropic-claude-sonnet-5,170,12,port,disruption;port,739,0
anthropic-claude-sonnet-5,170,13,,,447,0
anthropic-claude-sonnet-5,170,14,,,126,0
anthropic-claude-sonnet-5,170,15,demand,demand,91,0
anthropic-claude-sonnet-5,170,16,demand,demand;supplier,193,0
anthropic-claude-sonnet-5,170,17,demand,demand;supplier,185,0
anthropic-claude-sonnet-5,170,18,demand,disruption,278,0
anthropic-claude-sonnet-5,170,19,,demand;disruption;port,402,0
anthropic-claude-sonnet-5,170,20,,supplier,455,0
anthropic-claude-sonnet-5,170,21,,freight,283,0
anthropic-claude-sonnet-5,170,22,,demand,80,0
anthropic-claude-sonnet-5,170,23,,demand;freight,333,0
anthropic-claude-sonnet-5,170,24,freight,freight,65,0
anthropic-claude-sonnet-5,170,25,freight,demand;freight,365,0
anthropic-claude-sonnet-5,170,26,freight;supplier,,42,0
anthropic-claude-sonnet-5,172,1,,demand,117,0
anthropic-claude-sonnet-5,172,2,,freight;port;supplier,166,0
anthropic-claude-sonnet-5,172,3,,demand;freight;port;quality,156,0
anthropic-claude-sonnet-5,172,4,,,118,0
anthropic-claude-sonnet-5,172,5,port,demand;port;supplier,134,0
anthropic-claude-sonnet-5,172,6,port,demand;freight;port,534,0
anthropic-claude-sonnet-5,172,7,port,port,579,0
anthropic-claude-sonnet-5,172,8,port,demand;port,554,0
anthropic-claude-sonnet-5,172,9,demand;port,port,590,0
anthropic-claude-sonnet-5,172,10,demand;port,demand;port;quality,638,1
anthropic-claude-sonnet-5,172,11,demand;port,freight;port,708,1
anthropic-claude-sonnet-5,172,12,demand,,399,0
anthropic-claude-sonnet-5,172,13,,demand,91,0
anthropic-claude-sonnet-5,172,14,,,84,0
anthropic-claude-sonnet-5,172,15,,,95,0
anthropic-claude-sonnet-5,172,16,,freight,96,0
anthropic-claude-sonnet-5,172,17,,freight;supplier,99,0
anthropic-claude-sonnet-5,172,18,,freight,105,0
anthropic-claude-sonnet-5,172,19,,freight,112,0
anthropic-claude-sonnet-5,172,20,,freight,112,0
anthropic-claude-sonnet-5,172,21,,freight;port;quality,101,0
anthropic-claude-sonnet-5,172,22,demand,demand,360,0
anthropic-claude-sonnet-5,172,23,demand,demand;port;supplier,74,0
anthropic-claude-sonnet-5,172,24,demand;supplier,demand;port,375,0
anthropic-claude-sonnet-5,172,25,demand;supplier,,343,0
anthropic-claude-sonnet-5,172,26,demand;supplier,,7,0
deepseek-deepseek-v4-pro,1,1,,,132,0
deepseek-deepseek-v4-pro,1,2,,demand;port;supplier,90,0
deepseek-deepseek-v4-pro,1,3,,supplier,100,0
deepseek-deepseek-v4-pro,1,4,,demand;supplier,95,0
deepseek-deepseek-v4-pro,1,5,,disruption;freight;supplier,800,0
deepseek-deepseek-v4-pro,1,6,,demand;disruption,179,0
deepseek-deepseek-v4-pro,1,7,,disruption,192,0
deepseek-deepseek-v4-pro,1,8,,,209,0
deepseek-deepseek-v4-pro,1,9,demand,demand;freight;supplier,354,1
deepseek-deepseek-v4-pro,1,10,demand,port,509,0
deepseek-deepseek-v4-pro,1,11,demand,demand,135,0
deepseek-deepseek-v4-pro,1,12,demand,freight,520,0
deepseek-deepseek-v4-pro,1,13,,,143,0
deepseek-deepseek-v4-pro,1,14,,,142,0
deepseek-deepseek-v4-pro,1,15,,demand;freight,135,0
deepseek-deepseek-v4-pro,1,16,,freight;port,126,0
deepseek-deepseek-v4-pro,1,17,port,disruption;freight;port;quality,240,0
deepseek-deepseek-v4-pro,1,18,disruption;port,demand;disruption;freight;port;supplier,268,0
deepseek-deepseek-v4-pro,1,19,freight;port,demand;freight;port,714,0
deepseek-deepseek-v4-pro,1,20,demand;port,freight;port,311,0
deepseek-deepseek-v4-pro,1,21,demand;port,port;supplier,854,1
deepseek-deepseek-v4-pro,1,22,demand;port,port,907,1
deepseek-deepseek-v4-pro,1,23,demand;port,demand;port,969,1
deepseek-deepseek-v4-pro,1,24,demand;port,demand;port,942,1
deepseek-deepseek-v4-pro,1,25,demand,,469,0
deepseek-deepseek-v4-pro,1,26,demand,,139,0
deepseek-deepseek-v4-pro,21,1,,demand,125,0
deepseek-deepseek-v4-pro,21,2,,freight;port,121,0
deepseek-deepseek-v4-pro,21,3,,demand;supplier,115,0
deepseek-deepseek-v4-pro,21,4,,freight,273,0
deepseek-deepseek-v4-pro,21,5,,supplier,118,0
deepseek-deepseek-v4-pro,21,6,,freight;quality,121,0
deepseek-deepseek-v4-pro,21,7,,supplier,142,0
deepseek-deepseek-v4-pro,21,8,,demand,133,0
deepseek-deepseek-v4-pro,21,9,,freight,109,0
deepseek-deepseek-v4-pro,21,10,demand,demand;freight;quality,98,0
deepseek-deepseek-v4-pro,21,11,demand;port,demand;port,622,1
deepseek-deepseek-v4-pro,21,12,demand,demand;quality,418,0
deepseek-deepseek-v4-pro,21,13,demand,port;quality;supplier,143,0
deepseek-deepseek-v4-pro,21,14,demand,port,148,0
deepseek-deepseek-v4-pro,21,15,demand,demand,95,0
deepseek-deepseek-v4-pro,21,16,demand,demand;freight;quality,409,0
deepseek-deepseek-v4-pro,21,17,demand,freight;quality;supplier,152,0
deepseek-deepseek-v4-pro,21,18,,demand,486,0
deepseek-deepseek-v4-pro,21,19,,supplier,150,0
deepseek-deepseek-v4-pro,21,20,,disruption;quality,283,0
deepseek-deepseek-v4-pro,21,21,disruption,disruption;port,259,0
deepseek-deepseek-v4-pro,21,22,disruption;quality,disruption;port;quality,270,0
deepseek-deepseek-v4-pro,21,23,disruption;quality;supplier,demand;disruption;quality,319,0
deepseek-deepseek-v4-pro,21,24,disruption;quality,disruption,378,1
deepseek-deepseek-v4-pro,21,25,disruption,,503,0
deepseek-deepseek-v4-pro,21,26,disruption,,123,0
deepseek-deepseek-v4-pro,24,1,,demand;quality,177,0
deepseek-deepseek-v4-pro,24,2,,demand;freight;port,162,0
deepseek-deepseek-v4-pro,24,3,,,140,0
deepseek-deepseek-v4-pro,24,4,,freight,147,0
deepseek-deepseek-v4-pro,24,5,,supplier,145,0
deepseek-deepseek-v4-pro,24,6,,,175,0
deepseek-deepseek-v4-pro,24,7,,demand,150,0
deepseek-deepseek-v4-pro,24,8,,freight,144,0
deepseek-deepseek-v4-pro,24,9,,demand,125,0
deepseek-deepseek-v4-pro,24,10,,,146,0
deepseek-deepseek-v4-pro,24,11,,demand;freight;port,135,0
deepseek-deepseek-v4-pro,24,12,,freight;supplier,117,0
deepseek-deepseek-v4-pro,24,13,,demand;freight;quality,115,0
deepseek-deepseek-v4-pro,24,14,,freight,103,0
deepseek-deepseek-v4-pro,24,15,,demand;freight,130,0
deepseek-deepseek-v4-pro,24,16,,freight,103,0
deepseek-deepseek-v4-pro,24,17,,demand;supplier,90,0
deepseek-deepseek-v4-pro,24,18,,supplier,121,0
deepseek-deepseek-v4-pro,24,19,,demand;port,90,0
deepseek-deepseek-v4-pro,24,20,,demand,122,1
deepseek-deepseek-v4-pro,24,21,,,420,0
deepseek-deepseek-v4-pro,24,22,,disruption;freight,343,0
deepseek-deepseek-v4-pro,24,23,,disruption;freight,329,0
deepseek-deepseek-v4-pro,24,24,disruption,disruption;freight;port,223,0
deepseek-deepseek-v4-pro,24,25,,freight,577,0
deepseek-deepseek-v4-pro,24,26,,,175,0
deepseek-deepseek-v4-pro,25,1,,demand;freight,181,0
deepseek-deepseek-v4-pro,25,2,,,196,0
deepseek-deepseek-v4-pro,25,3,,disruption;port,224,0
deepseek-deepseek-v4-pro,25,4,disruption,disruption;freight,408,0
deepseek-deepseek-v4-pro,25,5,disruption,disruption;supplier,814,0
deepseek-deepseek-v4-pro,25,6,port,port,669,0
deepseek-deepseek-v4-pro,25,7,port,port,610,1
deepseek-deepseek-v4-pro,25,8,,,674,0
deepseek-deepseek-v4-pro,25,9,,supplier,250,0
deepseek-deepseek-v4-pro,25,10,,demand;freight;quality;supplier,249,0
deepseek-deepseek-v4-pro,25,11,,freight;supplier,319,0
deepseek-deepseek-v4-pro,25,12,port,freight;port,363,0
deepseek-deepseek-v4-pro,25,13,,,246,0
deepseek-deepseek-v4-pro,25,14,,freight,226,0
deepseek-deepseek-v4-pro,25,15,,freight;quality,212,0
deepseek-deepseek-v4-pro,25,16,,supplier,327,0
deepseek-deepseek-v4-pro,25,17,,freight;supplier,295,0
deepseek-deepseek-v4-pro,25,18,,supplier,325,0
deepseek-deepseek-v4-pro,25,19,,supplier,240,0
deepseek-deepseek-v4-pro,25,20,supplier,freight;supplier,217,0
deepseek-deepseek-v4-pro,25,21,port,port,269,0
deepseek-deepseek-v4-pro,25,22,,supplier,165,0
deepseek-deepseek-v4-pro,25,23,,,144,0
deepseek-deepseek-v4-pro,25,24,,demand,129,0
deepseek-deepseek-v4-pro,25,25,,,111,0
deepseek-deepseek-v4-pro,25,26,port,,89,0
deepseek-deepseek-v4-pro,29,1,,demand;port,131,0
deepseek-deepseek-v4-pro,29,2,,freight;supplier,143,0
deepseek-deepseek-v4-pro,29,3,,supplier,109,0
deepseek-deepseek-v4-pro,29,4,,demand;supplier,208,0
deepseek-deepseek-v4-pro,29,5,,freight;quality;supplier,199,0
deepseek-deepseek-v4-pro,29,6,supplier,freight;quality;supplier,189,0
deepseek-deepseek-v4-pro,29,7,supplier,supplier,168,0
deepseek-deepseek-v4-pro,29,8,quality;supplier,supplier,147,0
deepseek-deepseek-v4-pro,29,9,quality;supplier,quality;supplier,200,0
deepseek-deepseek-v4-pro,29,10,quality,,178,0
deepseek-deepseek-v4-pro,29,11,demand;quality,demand;supplier,92,0
deepseek-deepseek-v4-pro,29,12,demand;quality,demand;quality;supplier,141,0
deepseek-deepseek-v4-pro,29,13,demand,supplier,480,0
deepseek-deepseek-v4-pro,29,14,demand,,149,0
deepseek-deepseek-v4-pro,29,15,,,127,0
deepseek-deepseek-v4-pro,29,16,,quality,120,0
deepseek-deepseek-v4-pro,29,17,,port,107,0
deepseek-deepseek-v4-pro,29,18,port,freight;port;supplier,137,0
deepseek-deepseek-v4-pro,29,19,port,port,503,0
deepseek-deepseek-v4-pro,29,20,port,freight;port,642,0
deepseek-deepseek-v4-pro,29,21,port,port,316,1
deepseek-deepseek-v4-pro,29,22,port,port,608,0
deepseek-deepseek-v4-pro,29,23,demand;port,demand;disruption;port,926,1
deepseek-deepseek-v4-pro,29,24,demand;port,freight;port,806,1
deepseek-deepseek-v4-pro,29,25,demand;port,disruption,1006,1
deepseek-deepseek-v4-pro,29,26,demand;disruption,,410,0
deepseek-deepseek-v4-pro,44,1,demand,demand,88,0
deepseek-deepseek-v4-pro,44,2,demand,demand;supplier,69,0
deepseek-deepseek-v4-pro,44,3,demand;supplier,disruption;freight;supplier,39,0
deepseek-deepseek-v4-pro,44,4,demand;supplier,demand;supplier,441,0
deepseek-deepseek-v4-pro,44,5,supplier,demand;supplier,127,0
deepseek-deepseek-v4-pro,44,6,port;supplier,demand;freight;port;supplier,294,1
deepseek-deepseek-v4-pro,44,7,,freight,455,0
deepseek-deepseek-v4-pro,44,8,,supplier,110,0
deepseek-deepseek-v4-pro,44,9,,quality;supplier,103,0
deepseek-deepseek-v4-pro,44,10,supplier,disruption;freight;supplier,1134,0
deepseek-deepseek-v4-pro,44,11,supplier,supplier,201,0
deepseek-deepseek-v4-pro,44,12,supplier,supplier,175,0
deepseek-deepseek-v4-pro,44,13,supplier,demand;port;supplier,174,0
deepseek-deepseek-v4-pro,44,14,,disruption;port,495,0
deepseek-deepseek-v4-pro,44,15,port,disruption;freight;port,460,1
deepseek-deepseek-v4-pro,44,16,port,demand;freight;port,680,1
deepseek-deepseek-v4-pro,44,17,port,disruption;freight;port,866,1
deepseek-deepseek-v4-pro,44,18,disruption;port,disruption;freight;port;quality,977,1
deepseek-deepseek-v4-pro,44,19,disruption;freight;port,disruption;port,699,1
deepseek-deepseek-v4-pro,44,20,disruption;freight,disruption;freight,509,0
deepseek-deepseek-v4-pro,44,21,disruption;freight,disruption;freight,154,0
deepseek-deepseek-v4-pro,44,22,disruption;freight,disruption;freight,127,0
deepseek-deepseek-v4-pro,44,23,disruption;freight,disruption;freight,103,0
deepseek-deepseek-v4-pro,44,24,disruption,,79,0
deepseek-deepseek-v4-pro,44,25,disruption,,64,0
deepseek-deepseek-v4-pro,44,26,disruption;supplier,,43,0
deepseek-deepseek-v4-pro,58,1,,demand;freight,317,0
deepseek-deepseek-v4-pro,58,2,demand,demand,210,0
deepseek-deepseek-v4-pro,58,3,demand,demand;freight;supplier,234,0
deepseek-deepseek-v4-pro,58,4,,demand;port,249,0
deepseek-deepseek-v4-pro,58,5,,demand;quality,230,0
deepseek-deepseek-v4-pro,58,6,,supplier,260,0
deepseek-deepseek-v4-pro,58,7,port,port;supplier,433,0
deepseek-deepseek-v4-pro,58,8,port;supplier,disruption;freight;port;supplier,872,0
deepseek-deepseek-v4-pro,58,9,disruption;port;supplier,disruption;freight;port;supplier,754,0
deepseek-deepseek-v4-pro,58,10,disruption;freight;port;supplier,disruption;freight;port;quality;supplier,1051,0
deepseek-deepseek-v4-pro,58,11,freight;port;supplier,freight;quality;supplier,1769,0
deepseek-deepseek-v4-pro,58,12,demand;port,demand;port;quality,760,1
deepseek-deepseek-v4-pro,58,13,demand;port,demand;port,1390,1
deepseek-deepseek-v4-pro,58,14,demand;port,port,1296,1
deepseek-deepseek-v4-pro,58,15,demand,demand;quality,776,0
deepseek-deepseek-v4-pro,58,16,,quality,340,0
deepseek-deepseek-v4-pro,58,17,port,port,547,0
deepseek-deepseek-v4-pro,58,18,,,330,0
deepseek-deepseek-v4-pro,58,19,,,315,0
deepseek-deepseek-v4-pro,58,20,,,293,0
deepseek-deepseek-v4-pro,58,21,demand,quality,270,0
deepseek-deepseek-v4-pro,58,22,demand,,239,0
deepseek-deepseek-v4-pro,58,23,demand;quality,quality,208,0
deepseek-deepseek-v4-pro,58,24,demand;quality,,181,0
deepseek-deepseek-v4-pro,58,25,quality,,167,0
deepseek-deepseek-v4-pro,58,26,quality,,143,0
deepseek-deepseek-v4-pro,60,1,,demand;quality,163,0
deepseek-deepseek-v4-pro,60,2,,freight;port;supplier,192,0
deepseek-deepseek-v4-pro,60,3,,quality;supplier,534,0
deepseek-deepseek-v4-pro,60,4,quality,freight;quality;supplier,212,0
deepseek-deepseek-v4-pro,60,5,quality,freight;quality,361,0
deepseek-deepseek-v4-pro,60,6,quality,freight;quality;supplier,187,0
deepseek-deepseek-v4-pro,60,7,,supplier,255,0
deepseek-deepseek-v4-pro,60,8,disruption,disruption;quality,373,0
deepseek-deepseek-v4-pro,60,9,,freight,320,0
deepseek-deepseek-v4-pro,60,10,demand,freight,205,0
deepseek-deepseek-v4-pro,60,11,demand,demand;freight,111,0
deepseek-deepseek-v4-pro,60,12,demand,demand;freight,89,0
deepseek-deepseek-v4-pro,60,13,demand,demand;supplier,210,0
deepseek-deepseek-v4-pro,60,14,demand,,197,0
deepseek-deepseek-v4-pro,60,15,demand,,513,0
deepseek-deepseek-v4-pro,60,16,demand,freight;quality,268,0
deepseek-deepseek-v4-pro,60,17,demand,demand;freight,276,1
deepseek-deepseek-v4-pro,60,18,,demand;freight,649,0
deepseek-deepseek-v4-pro,60,19,,freight;supplier,114,0
deepseek-deepseek-v4-pro,60,20,disruption,disruption;freight;port,88,0
deepseek-deepseek-v4-pro,60,21,port,freight;port;supplier,279,0
deepseek-deepseek-v4-pro,60,22,,,68,0
deepseek-deepseek-v4-pro,60,23,,demand;supplier,105,0
deepseek-deepseek-v4-pro,60,24,,,194,1
deepseek-deepseek-v4-pro,60,25,,supplier,392,0
deepseek-deepseek-v4-pro,60,26,,,70,0
deepseek-deepseek-v4-pro,85,1,,,116,0
deepseek-deepseek-v4-pro,85,2,,freight,140,0
deepseek-deepseek-v4-pro,85,3,,freight,131,0
deepseek-deepseek-v4-pro,85,4,,demand;supplier,106,0
deepseek-deepseek-v4-pro,85,5,,disruption,168,0
deepseek-deepseek-v4-pro,85,6,disruption,disruption;freight;port,494,0
deepseek-deepseek-v4-pro,85,7,disruption,disruption;port,257,0
deepseek-deepseek-v4-pro,85,8,,freight;supplier,626,1
deepseek-deepseek-v4-pro,85,9,,,205,0
deepseek-deepseek-v4-pro,85,10,,,120,0
deepseek-deepseek-v4-pro,85,11,,,117,0
deepseek-deepseek-v4-pro,85,12,,quality;supplier,105,0
deepseek-deepseek-v4-pro,85,13,,,102,0
deepseek-deepseek-v4-pro,85,14,supplier,supplier,76,0
deepseek-deepseek-v4-pro,85,15,,supplier,171,0
deepseek-deepseek-v4-pro,85,16,,demand;supplier,134,0
deepseek-deepseek-v4-pro,85,17,,demand;quality;supplier,127,0
deepseek-deepseek-v4-pro,85,18,demand,demand;quality;supplier,463,0
deepseek-deepseek-v4-pro,85,19,demand,demand;supplier,144,0
deepseek-deepseek-v4-pro,85,20,demand,demand;port,240,1
deepseek-deepseek-v4-pro,85,21,demand,demand;port,450,0
deepseek-deepseek-v4-pro,85,22,,demand;freight;supplier,171,0
deepseek-deepseek-v4-pro,85,23,demand;port,port,343,1
deepseek-deepseek-v4-pro,85,24,demand;port,demand;port,665,1
deepseek-deepseek-v4-pro,85,25,demand;port,demand;disruption;port,604,1
deepseek-deepseek-v4-pro,85,26,demand;disruption;port,,624,1
deepseek-deepseek-v4-pro,86,1,,demand,135,0
deepseek-deepseek-v4-pro,86,2,,demand,123,0
deepseek-deepseek-v4-pro,86,3,,demand;disruption,327,0
deepseek-deepseek-v4-pro,86,4,,demand;freight;supplier,150,0
deepseek-deepseek-v4-pro,86,5,demand,demand;freight,172,0
deepseek-deepseek-v4-pro,86,6,demand,freight;supplier,130,0
deepseek-deepseek-v4-pro,86,7,demand,demand,667,1
deepseek-deepseek-v4-pro,86,8,,supplier,576,0
deepseek-deepseek-v4-pro,86,9,,,223,0
deepseek-deepseek-v4-pro,86,10,,freight;supplier,211,0
deepseek-deepseek-v4-pro,86,11,,freight;quality,210,0
deepseek-deepseek-v4-pro,86,12,,freight;supplier,245,0
deepseek-deepseek-v4-pro,86,13,,demand;freight,234,0
deepseek-deepseek-v4-pro,86,14,,demand;freight;quality,238,0
deepseek-deepseek-v4-pro,86,15,,freight;quality,276,0
deepseek-deepseek-v4-pro,86,16,,demand;freight;quality,276,0
deepseek-deepseek-v4-pro,86,17,,demand,276,0
deepseek-deepseek-v4-pro,86,18,,demand;freight;quality;supplier,248,0
deepseek-deepseek-v4-pro,86,19,supplier,freight;quality,259,0
deepseek-deepseek-v4-pro,86,20,,,260,0
deepseek-deepseek-v4-pro,86,21,,demand;quality,215,0
deepseek-deepseek-v4-pro,86,22,quality,demand;quality,266,0
deepseek-deepseek-v4-pro,86,23,quality,disruption;quality,245,0
deepseek-deepseek-v4-pro,86,24,,disruption,244,0
deepseek-deepseek-v4-pro,86,25,,,89,0
deepseek-deepseek-v4-pro,86,26,,,62,0
deepseek-deepseek-v4-pro,94,1,,demand,193,0
deepseek-deepseek-v4-pro,94,2,,,137,0
deepseek-deepseek-v4-pro,94,3,,demand,147,0
deepseek-deepseek-v4-pro,94,4,,supplier,135,0
deepseek-deepseek-v4-pro,94,5,,port,172,0
deepseek-deepseek-v4-pro,94,6,demand;port,demand;port,266,0
deepseek-deepseek-v4-pro,94,7,demand;port,port,566,0
deepseek-deepseek-v4-pro,94,8,demand;port,port,643,0
deepseek-deepseek-v4-pro,94,9,demand,quality,499,0
deepseek-deepseek-v4-pro,94,10,,demand;port;quality,226,0
deepseek-deepseek-v4-pro,94,11,,demand,200,0
deepseek-deepseek-v4-pro,94,12,port,port,161,0
deepseek-deepseek-v4-pro,94,13,,supplier,169,0
deepseek-deepseek-v4-pro,94,14,,freight;quality;supplier,146,0
deepseek-deepseek-v4-pro,94,15,demand,demand;disruption;supplier,145,0
deepseek-deepseek-v4-pro,94,16,demand;quality;supplier,disruption;freight;quality;supplier,120,0
deepseek-deepseek-v4-pro,94,17,demand;quality;supplier,demand;freight;quality;supplier,300,0
deepseek-deepseek-v4-pro,94,18,demand,demand;freight,314,0
deepseek-deepseek-v4-pro,94,19,freight,freight,293,0
deepseek-deepseek-v4-pro,94,20,freight;supplier,freight,218,0
deepseek-deepseek-v4-pro,94,21,freight;supplier,freight;supplier,213,0
deepseek-deepseek-v4-pro,94,22,freight;supplier,freight,210,0
deepseek-deepseek-v4-pro,94,23,freight;supplier,freight,113,0
deepseek-deepseek-v4-pro,94,24,supplier,freight,87,0
deepseek-deepseek-v4-pro,94,25,supplier,,191,0
deepseek-deepseek-v4-pro,94,26,port;supplier,,205,0
deepseek-deepseek-v4-pro,95,1,,freight,439,0
deepseek-deepseek-v4-pro,95,2,freight,freight,99,0
deepseek-deepseek-v4-pro,95,3,freight,freight,80,0
deepseek-deepseek-v4-pro,95,4,freight,demand;freight,63,0
deepseek-deepseek-v4-pro,95,5,freight,demand;port,862,0
deepseek-deepseek-v4-pro,95,6,freight;port,freight;port,607,0
